9,忻州市,1,电信、广播电视和卫星传输服务,1
9,忻州市,3,互联网和相关服务,0
9,忻州市,2,软件和信息技术服务业,2
9,忻州市,4,其他金融业,1
9,忻州市,6,研究和试验发展,0
9,忻州市,5,专业技术服务业,28
9,忻州市,7,科技推广和应用服务业,12
9,忻州市,8,生态保护和环境治理业,4
