1,太原市,1,电信、广播电视和卫星传输服务,45
1,太原市,2,软件和信息技术服务业,4661
1,太原市,3,互联网和相关服务,1123
1,太原市,4,其他金融业,311
1,太原市,5,专业技术服务业,3470
1,太原市,6,研究和试验发展,320
1,太原市,7,科技推广和应用服务业,12383
1,太原市,8,生态保护和环境治理业,216
10,临汾市,1,电信、广播电视和卫星传输服务,24
10,临汾市,2,软件和信息技术服务业,384
10,临汾市,3,互联网和相关服务,152
10,临汾市,4,其他金融业,29
10,临汾市,5,专业技术服务业,482
10,临汾市,6,研究和试验发展,40
10,临汾市,7,科技推广和应用服务业,1211
10,临汾市,8,生态保护和环境治理业,64
11,吕梁市,1,电信、广播电视和卫星传输服务,28
11,吕梁市,2,软件和信息技术服务业,266
11,吕梁市,3,互联网和相关服务,136
11,吕梁市,4,其他金融业,29
11,吕梁市,5,专业技术服务业,338
11,吕梁市,6,研究和试验发展,34
11,吕梁市,7,科技推广和应用服务业,593
11,吕梁市,8,生态保护和环境治理业,70
2,大同市,1,电信、广播电视和卫星传输服务,12
2,大同市,2,软件和信息技术服务业,337
2,大同市,3,互联网和相关服务,61
2,大同市,4,其他金融业,10
2,大同市,5,专业技术服务业,274
2,大同市,6,研究和试验发展,32
2,大同市,7,科技推广和应用服务业,989
2,大同市,8,生态保护和环境治理业,59
3,阳泉市,1,电信、广播电视和卫星传输服务,7
3,阳泉市,2,软件和信息技术服务业,158
3,阳泉市,3,互联网和相关服务,41
3,阳泉市,4,其他金融业,14
3,阳泉市,5,专业技术服务业,153
3,阳泉市,6,研究和试验发展,21
3,阳泉市,7,科技推广和应用服务业,454
3,阳泉市,8,生态保护和环境治理业,18
4,长治市,1,电信、广播电视和卫星传输服务,7
4,长治市,2,软件和信息技术服务业,526
4,长治市,3,互联网和相关服务,90
4,长治市,4,其他金融业,15
4,长治市,5,专业技术服务业,481
4,长治市,6,研究和试验发展,91
4,长治市,7,科技推广和应用服务业,1432
4,长治市,8,生态保护和环境治理业,62
5,晋城市,1,电信、广播电视和卫星传输服务,6
5,晋城市,2,软件和信息技术服务业,305
5,晋城市,3,互联网和相关服务,98
5,晋城市,4,其他金融业,13
5,晋城市,5,专业技术服务业,504
5,晋城市,6,研究和试验发展,41
5,晋城市,7,科技推广和应用服务业,678
5,晋城市,8,生态保护和环境治理业,67
6,朔州市,1,电信、广播电视和卫星传输服务,7
6,朔州市,2,软件和信息技术服务业,199
6,朔州市,3,互联网和相关服务,39
6,朔州市,4,其他金融业,5
6,朔州市,5,专业技术服务业,164
6,朔州市,6,研究和试验发展,31
6,朔州市,7,科技推广和应用服务业,404
6,朔州市,8,生态保护和环境治理业,28
7,晋中市,1,电信、广播电视和卫星传输服务,19
7,晋中市,2,软件和信息技术服务业,429
7,晋中市,3,互联网和相关服务,109
7,晋中市,4,其他金融业,15
7,晋中市,5,专业技术服务业,401
7,晋中市,6,研究和试验发展,60
7,晋中市,7,科技推广和应用服务业,1317
7,晋中市,8,生态保护和环境治理业,81
8,运城市,1,电信、广播电视和卫星传输服务,32
8,运城市,2,软件和信息技术服务业,945
8,运城市,3,互联网和相关服务,332
8,运城市,4,其他金融业,39
8,运城市,5,专业技术服务业,523
8,运城市,6,研究和试验发展,118
8,运城市,7,科技推广和应用服务业,2394
8,运城市,8,生态保护和环境治理业,63
9,忻州市,1,电信、广播电视和卫星传输服务,13
9,忻州市,2,软件和信息技术服务业,187
9,忻州市,3,互联网和相关服务,67
9,忻州市,4,其他金融业,12
9,忻州市,5,专业技术服务业,238
9,忻州市,6,研究和试验发展,27
9,忻州市,7,科技推广和应用服务业,511
9,忻州市,8,生态保护和环境治理业,74
