1,太原市,1,电信、广播电视和卫星传输服务,12
1,太原市,2,软件和信息技术服务业,326
1,太原市,3,互联网和相关服务,23
1,太原市,4,其他金融业,13
1,太原市,5,专业技术服务业,248
1,太原市,6,研究和试验发展,28
1,太原市,7,科技推广和应用服务业,423
1,太原市,8,生态保护和环境治理业,23
10,临汾市,1,电信、广播电视和卫星传输服务,4
10,临汾市,2,软件和信息技术服务业,13
10,临汾市,3,互联网和相关服务,6
10,临汾市,4,其他金融业,2
10,临汾市,5,专业技术服务业,56
10,临汾市,6,研究和试验发展,0
10,临汾市,7,科技推广和应用服务业,31
10,临汾市,8,生态保护和环境治理业,9
11,吕梁市,1,电信、广播电视和卫星传输服务,6
11,吕梁市,2,软件和信息技术服务业,10
11,吕梁市,3,互联网和相关服务,2
11,吕梁市,4,其他金融业,4
11,吕梁市,5,专业技术服务业,22
11,吕梁市,6,研究和试验发展,3
11,吕梁市,7,科技推广和应用服务业,19
11,吕梁市,8,生态保护和环境治理业,3
2,大同市,1,电信、广播电视和卫星传输服务,3
2,大同市,2,软件和信息技术服务业,16
2,大同市,3,互联网和相关服务,0
2,大同市,4,其他金融业,2
2,大同市,5,专业技术服务业,32
2,大同市,6,研究和试验发展,2
2,大同市,7,科技推广和应用服务业,28
2,大同市,8,生态保护和环境治理业,2
3,阳泉市,1,电信、广播电视和卫星传输服务,4
3,阳泉市,2,软件和信息技术服务业,6
3,阳泉市,3,互联网和相关服务,1
3,阳泉市,4,其他金融业,3
3,阳泉市,5,专业技术服务业,29
3,阳泉市,6,研究和试验发展,1
3,阳泉市,7,科技推广和应用服务业,14
3,阳泉市,8,生态保护和环境治理业,2
4,长治市,1,电信、广播电视和卫星传输服务,2
4,长治市,2,软件和信息技术服务业,28
4,长治市,3,互联网和相关服务,1
4,长治市,4,其他金融业,0
4,长治市,5,专业技术服务业,69
4,长治市,6,研究和试验发展,9
4,长治市,7,科技推广和应用服务业,37
4,长治市,8,生态保护和环境治理业,2
5,晋城市,1,电信、广播电视和卫星传输服务,2
5,晋城市,2,软件和信息技术服务业,15
5,晋城市,3,互联网和相关服务,4
5,晋城市,4,其他金融业,1
5,晋城市,5,专业技术服务业,46
5,晋城市,6,研究和试验发展,4
5,晋城市,7,科技推广和应用服务业,25
5,晋城市,8,生态保护和环境治理业,3
6,朔州市,1,电信、广播电视和卫星传输服务,4
6,朔州市,2,软件和信息技术服务业,2
6,朔州市,3,互联网和相关服务,0
6,朔州市,4,其他金融业,0
6,朔州市,5,专业技术服务业,12
6,朔州市,6,研究和试验发展,2
6,朔州市,7,科技推广和应用服务业,11
6,朔州市,8,生态保护和环境治理业,2
7,晋中市,1,电信、广播电视和卫星传输服务,2
7,晋中市,2,软件和信息技术服务业,26
7,晋中市,3,互联网和相关服务,2
7,晋中市,4,其他金融业,3
7,晋中市,5,专业技术服务业,43
7,晋中市,6,研究和试验发展,9
7,晋中市,7,科技推广和应用服务业,63
7,晋中市,8,生态保护和环境治理业,5
8,运城市,1,电信、广播电视和卫星传输服务,9
8,运城市,2,软件和信息技术服务业,18
8,运城市,3,互联网和相关服务,2
8,运城市,4,其他金融业,4
8,运城市,5,专业技术服务业,34
8,运城市,6,研究和试验发展,1
8,运城市,7,科技推广和应用服务业,51
8,运城市,8,生态保护和环境治理业,4
9,忻州市,1,电信、广播电视和卫星传输服务,1
9,忻州市,2,软件和信息技术服务业,3
9,忻州市,3,互联网和相关服务,0
9,忻州市,4,其他金融业,2
9,忻州市,5,专业技术服务业,31
9,忻州市,6,研究和试验发展,0
9,忻州市,7,科技推广和应用服务业,15
9,忻州市,8,生态保护和环境治理业,4
