1,太原市,1,电信、广播电视和卫星传输服务,14
1,太原市,2,软件和信息技术服务业,553
1,太原市,3,互联网和相关服务,38
1,太原市,4,其他金融业,29
1,太原市,5,专业技术服务业,332
1,太原市,6,研究和试验发展,37
1,太原市,7,科技推广和应用服务业,756
1,太原市,8,生态保护和环境治理业,34
10,临汾市,1,电信、广播电视和卫星传输服务,6
10,临汾市,2,软件和信息技术服务业,26
10,临汾市,3,互联网和相关服务,6
10,临汾市,4,其他金融业,2
10,临汾市,5,专业技术服务业,74
10,临汾市,6,研究和试验发展,3
10,临汾市,7,科技推广和应用服务业,61
10,临汾市,8,生态保护和环境治理业,10
11,吕梁市,1,电信、广播电视和卫星传输服务,7
11,吕梁市,2,软件和信息技术服务业,17
11,吕梁市,3,互联网和相关服务,3
11,吕梁市,4,其他金融业,5
11,吕梁市,5,专业技术服务业,34
11,吕梁市,6,研究和试验发展,6
11,吕梁市,7,科技推广和应用服务业,42
11,吕梁市,8,生态保护和环境治理业,5
2,大同市,1,电信、广播电视和卫星传输服务,5
2,大同市,2,软件和信息技术服务业,25
2,大同市,3,互联网和相关服务,0
2,大同市,4,其他金融业,3
2,大同市,5,专业技术服务业,49
2,大同市,6,研究和试验发展,3
2,大同市,7,科技推广和应用服务业,34
2,大同市,8,生态保护和环境治理业,4
3,阳泉市,1,电信、广播电视和卫星传输服务,5
3,阳泉市,2,软件和信息技术服务业,13
3,阳泉市,3,互联网和相关服务,4
3,阳泉市,4,其他金融业,3
3,阳泉市,5,专业技术服务业,41
3,阳泉市,6,研究和试验发展,1
3,阳泉市,7,科技推广和应用服务业,30
3,阳泉市,8,生态保护和环境治理业,2
4,长治市,1,电信、广播电视和卫星传输服务,3
4,长治市,2,软件和信息技术服务业,58
4,长治市,3,互联网和相关服务,1
4,长治市,4,其他金融业,0
4,长治市,5,专业技术服务业,89
4,长治市,6,研究和试验发展,13
4,长治市,7,科技推广和应用服务业,62
4,长治市,8,生态保护和环境治理业,5
5,晋城市,1,电信、广播电视和卫星传输服务,3
5,晋城市,2,软件和信息技术服务业,23
5,晋城市,3,互联网和相关服务,6
5,晋城市,4,其他金融业,1
5,晋城市,5,专业技术服务业,58
5,晋城市,6,研究和试验发展,5
5,晋城市,7,科技推广和应用服务业,41
5,晋城市,8,生态保护和环境治理业,4
6,朔州市,1,电信、广播电视和卫星传输服务,4
6,朔州市,2,软件和信息技术服务业,6
6,朔州市,3,互联网和相关服务,2
6,朔州市,4,其他金融业,0
6,朔州市,5,专业技术服务业,18
6,朔州市,6,研究和试验发展,2
6,朔州市,7,科技推广和应用服务业,25
6,朔州市,8,生态保护和环境治理业,2
7,晋中市,1,电信、广播电视和卫星传输服务,4
7,晋中市,2,软件和信息技术服务业,51
7,晋中市,3,互联网和相关服务,4
7,晋中市,4,其他金融业,3
7,晋中市,5,专业技术服务业,62
7,晋中市,6,研究和试验发展,10
7,晋中市,7,科技推广和应用服务业,131
7,晋中市,8,生态保护和环境治理业,8
8,运城市,1,电信、广播电视和卫星传输服务,9
8,运城市,2,软件和信息技术服务业,33
8,运城市,3,互联网和相关服务,5
8,运城市,4,其他金融业,6
8,运城市,5,专业技术服务业,55
8,运城市,6,研究和试验发展,5
8,运城市,7,科技推广和应用服务业,93
8,运城市,8,生态保护和环境治理业,6
9,忻州市,1,电信、广播电视和卫星传输服务,3
9,忻州市,2,软件和信息技术服务业,6
9,忻州市,3,互联网和相关服务,1
9,忻州市,4,其他金融业,4
9,忻州市,5,专业技术服务业,46
9,忻州市,6,研究和试验发展,0
9,忻州市,7,科技推广和应用服务业,29
9,忻州市,8,生态保护和环境治理业,4
