1,太原市,1,医药制造业,27
1,太原市,2,铁路、船舶、航空航天和其他运输设备制造业,28
1,太原市,3,专用设备制造业,87
1,太原市,4,电气机械和器材制造业,32
1,太原市,5,计算机、通信和其他电子设备制造业,104
1,太原市,6,仪器仪表制造业,31
10,临汾市,1,医药制造业,15
10,临汾市,2,铁路、船舶、航空航天和其他运输设备制造业,0
10,临汾市,3,专用设备制造业,26
10,临汾市,4,电气机械和器材制造业,6
10,临汾市,5,计算机、通信和其他电子设备制造业,7
10,临汾市,6,仪器仪表制造业,3
11,吕梁市,1,医药制造业,10
11,吕梁市,2,铁路、船舶、航空航天和其他运输设备制造业,0
11,吕梁市,3,专用设备制造业,23
11,吕梁市,4,电气机械和器材制造业,21
11,吕梁市,5,计算机、通信和其他电子设备制造业,5
11,吕梁市,6,仪器仪表制造业,15
2,大同市,1,医药制造业,20
2,大同市,2,铁路、船舶、航空航天和其他运输设备制造业,3
2,大同市,3,专用设备制造业,21
2,大同市,4,电气机械和器材制造业,16
2,大同市,5,计算机、通信和其他电子设备制造业,4
2,大同市,6,仪器仪表制造业,2
3,阳泉市,1,医药制造业,1
3,阳泉市,2,铁路、船舶、航空航天和其他运输设备制造业,0
3,阳泉市,3,专用设备制造业,25
3,阳泉市,4,电气机械和器材制造业,8
3,阳泉市,5,计算机、通信和其他电子设备制造业,9
3,阳泉市,6,仪器仪表制造业,4
4,长治市,1,医药制造业,13
4,长治市,2,铁路、船舶、航空航天和其他运输设备制造业,2
4,长治市,3,专用设备制造业,28
4,长治市,4,电气机械和器材制造业,19
4,长治市,5,计算机、通信和其他电子设备制造业,15
4,长治市,6,仪器仪表制造业,5
5,晋城市,1,医药制造业,6
5,晋城市,2,铁路、船舶、航空航天和其他运输设备制造业,0
5,晋城市,3,专用设备制造业,24
5,晋城市,4,电气机械和器材制造业,12
5,晋城市,5,计算机、通信和其他电子设备制造业,13
5,晋城市,6,仪器仪表制造业,5
6,朔州市,1,医药制造业,6
6,朔州市,2,铁路、船舶、航空航天和其他运输设备制造业,0
6,朔州市,3,专用设备制造业,10
6,朔州市,4,电气机械和器材制造业,5
6,朔州市,5,计算机、通信和其他电子设备制造业,1
6,朔州市,6,仪器仪表制造业,1
7,晋中市,1,医药制造业,18
7,晋中市,2,铁路、船舶、航空航天和其他运输设备制造业,4
7,晋中市,3,专用设备制造业,68
7,晋中市,4,电气机械和器材制造业,37
7,晋中市,5,计算机、通信和其他电子设备制造业,21
7,晋中市,6,仪器仪表制造业,3
8,运城市,1,医药制造业,41
8,运城市,2,铁路、船舶、航空航天和其他运输设备制造业,12
8,运城市,3,专用设备制造业,35
8,运城市,4,电气机械和器材制造业,46
8,运城市,5,计算机、通信和其他电子设备制造业,16
8,运城市,6,仪器仪表制造业,7
9,忻州市,1,医药制造业,9
9,忻州市,2,铁路、船舶、航空航天和其他运输设备制造业,1
9,忻州市,3,专用设备制造业,24
9,忻州市,4,电气机械和器材制造业,8
9,忻州市,5,计算机、通信和其他电子设备制造业,6
9,忻州市,6,仪器仪表制造业,5
